id,x(m),y(m),area_code
P3764,95498.968,97307.305,7
P3765,95497.127,97304.134,4
P3766,95503.452,97298.310,2
P3767,95498.370,97289.743,2
P3768,95498.678,97286.719,3
P3769,95495.388,97277.521,3
P3770,95493.805,97283.326,6
P3771,95501.418,97280.149,3
P3772,95496.835,97279.667,7
P3773,95498.257,97270.506,1
P3774,95499.897,97268.779,1
P3775,95501.596,97267.200,3
P3776,95498.319,97271.823,2
P3777,95498.366,97268.697,2
P3778,95498.838,97275.037,3
P3779,95506.741,97274.507,2
P3780,95508.537,97273.305,2
P3781,95516.062,97269.836,3
P3782,95517.636,97267.971,6
P3783,95512.831,97268.658,3
P3784,95515.576,97259.962,2
P3785,95515.122,97250.500,3
P3786,95519.400,97242.667,3
P3787,95519.873,97239.723,3
P3788,95515.153,97241.662,2
P3789,95516.045,97238.988,2
P3790,95511.983,97230.014,3
P3791,95508.462,97227.812,2
P3792,95509.730,97228.148,2
P3793,95505.514,97226.845,3
P3794,95503.436,97223.745,1
P3795,95498.965,97226.537,2
P3796,95505.092,97230.475,1
P3797,95511.230,97234.398,3
P3798,95513.049,97233.565,1
P3799,95512.147,97230.277,4
P3800,95520.047,97229.792,4
P3801,95517.463,97226.908,3
P3802,95518.443,97227.407,3
P3803,95522.892,97219.698,2
P3804,95521.164,97210.249,2
P3805,95522.872,97208.695,2
P3806,95524.604,97208.352,2
P3807,95520.860,97206.386,2
P3808,95528.095,97202.150,3
P3809,95527.330,97208.261,2
P3810,95527.146,97205.067,2
P3811,95522.879,97208.317,2
P3812,95523.497,97205.454,2
P3813,95518.750,97205.637,3
P3814,95526.141,97201.785,3
P3815,95527.944,97201.131,2
P3816,95529.359,97199.004,6
P3817,95524.581,97200.577,6
P3818,95527.057,97206.764,6
P3819,95522.563,97209.493,3
P3820,95528.975,97213.075,1
P3821,95535.853,97215.956,3
P3822,95542.133,97210.071,3
P3823,95543.485,97207.858,2
P3824,95539.665,97205.982,1
P3825,95534.926,97206.115,4
P3826,95536.189,97206.455,2
P3827,95544.092,97204.992,3
P3828,95541.290,97195.688,3
P3829,95549.204,97194.515,4
P3830,95547.555,97185.060,3
P3831,95552.949,97189.737,3
P3832,95551.276,97186.525,3
P3833,95556.758,97179.708,2
P3834,95564.661,97179.179,5
P3835,95563.665,97169.701,7
P3836,95568.802,97162.555,4
P3837,95576.595,97160.160,3
P3838,95574.900,97150.708,2
P3839,95574.136,97141.234,3
P3840,95576.067,97132.225,2
P3841,95571.391,97132.067,2
P3842,95572.415,97129.502,2
P3843,95568.242,97132.930,1
P3844,95563.471,97133.270,3
P3845,95570.347,97128.309,1
P3846,95567.578,97133.387,5
P3847,95567.625,97139.678,6
P3848,95564.707,97144.633,4
P3849,95572.516,97144.937,1
P3850,95567.934,97147.412,3
P3851,95564.489,97151.858,1
P3852,95565.852,97152.112,3
P3853,95561.121,97153.988,7
P3854,95556.564,97156.542,7
P3855,95554.389,97153.477,7
P3856,95556.158,97153.011,3
P3857,95562.510,97147.225,3
P3858,95560.697,97144.045,2
P3859,95567.920,97139.782,2
P3860,95569.708,97139.225,2
P3861,95570.677,97139.728,2
P3862,95578.512,97139.866,5
P3863,95574.727,97143.896,2
P3864,95572.887,97149.575,7
P3865,95574.224,97147.344,6
P3866,95575.546,97147.635,2
P3867,95579.390,97153.337,1
P3868,95582.465,97159.352,3
P3869,95587.430,97164.376,5
P3870,95595.139,97161.573,3
P3871,95590.782,97164.634,2
P3872,95590.271,97161.377,2
P3873,95597.569,97157.289,1
P3874,95595.379,97154.229,3
P3875,95595.112,97160.464,2
P3876,95596.260,97166.823,1
P3877,95598.072,97166.097,1
P3878,95601.419,97172.014,2
P3879,95607.938,97175.449,2
P3880,95613.808,97179.671,1
P3881,95621.721,97178.918,1
P3882,95623.530,97178.227,1
P3883,95627.325,97170.078,3
P3884,95629.138,97169.015,1
P3885,95630.709,97167.144,3
P3886,95629.815,97173.215,1
P3887,95637.199,97169.345,3
P3888,95632.733,97168.550,2
P3889,95634.340,97166.750,2
P3890,95635.766,97166.940,5
P3891,95635.217,97163.678,2
P3892,95635.903,97170.031,3
P3893,95642.983,97165.462,3
P3894,95638.979,97156.469,1
P3895,95643.420,97148.753,3
P3896,95645.160,97148.388,1
P3897,95646.973,97147.337,2
P3898,95646.307,97144.062,3
P3899,95647.514,97144.442,7
P3900,95654.564,97147.014,5
P3901,95658.502,97152.669,5
P3902,95660.165,97150.995,3
P3903,95655.406,97151.249,1
P3904,95655.870,97148.300,2
P3905,95657.077,97145.915,3
P3906,95657.931,97143.211,1
P3907,95653.289,97142.923,3
P3908,95648.475,97143.966,3
P3909,95650.407,97134.958,6
P3910,95645.597,97135.739,5
P3911,95642.626,97140.649,1
P3912,95644.771,97131.714,3
P3913,95652.592,97131.945,3
P3914,95658.150,97136.476,2
P3915,95665.288,97132.027,6
P3916,95671.673,97135.644,3
P3917,95673.356,97135.431,7
P3918,95674.520,97135.840,1
P3919,95669.651,97127.177,2
P3920,95668.754,97133.248,3
P3921,95665.273,97131.006,3
P3922,95660.574,97122.272,5
P3923,95668.361,97122.702,2
P3924,95673.111,97127.878,2
P3925,95675.324,97118.968,2
P3926,95671.781,97123.301,2
P3927,95673.482,97123.045,7
P3928,95670.918,97120.151,5
P3929,95672.669,97118.740,1
P3930,95673.901,97116.382,2
P3931,95674.971,97116.842,5
P3932,95672.216,97121.930,3
P3933,95673.187,97119.320,5
P3934,95673.702,97125.663,3
P3935,95674.317,97122.799,2
P3936,95672.553,97119.608,3
P3937,95679.926,97121.475,2
P3938,95676.936,97126.368,5
P3939,95680.448,97118.055,1
P3940,95675.635,97118.943,6
P3941,95675.856,97115.882,3
P3942,95683.317,97117.518,2
P3943,95685.129,97116.447,7
P3944,95686.942,97115.705,2
P3945,95683.294,97119.912,1
P3946,95689.623,97114.093,2
P3947,95696.911,97116.165,2
P3948,95698.512,97116.117,5
P3949,95697.209,97112.846,5
P3950,95697.328,97119.147,1
P3951,95692.517,97119.929,5
P3952,95687.706,97121.083,6
P3953,95687.573,97117.902,3
P3954,95690.309,97109.202,3
P3955,95691.797,97107.185,6
P3956,95690.794,97113.221,3
P3957,95686.572,97111.929,2
P3958,95684.103,97102.567,2
P3959,95680.252,97100.729,7
P3960,95678.513,97097.532,3
P3961,95677.182,97103.446,2
P3962,95676.327,97109.530,3
P3963,95677.601,97109.860,6
P3964,95678.831,97110.225,3
P3965,95674.314,97112.895,3
P3966,95678.616,97105.079,2
P3967,95676.016,97095.738,3
P3968,95681.429,97100.400,7
P3969,95686.555,97105.300,6
P3970,95694.470,97104.433,1
P3971,95696.104,97102.691,7
P3972,95691.853,97105.970,1
P3973,95691.226,97112.120,2
P3974,95691.501,97102.729,6
P3975,95692.984,97102.852,2
P3976,95690.916,97099.748,2
P3977,95687.489,97090.586,2
P3978,95683.142,97093.667,7
P3979,95678.560,97093.183,7
P3980,95681.436,97099.262,3
P3981,95683.081,97099.131,2
P3982,95681.827,97105.076,6
P3983,95688.295,97108.582,6
P3984,95687.002,97105.311,6
P3985,95687.235,97111.626,1
P3986,95688.563,97117.978,1
P3987,95683.764,97118.579,1
P3988,95690.300,97121.991,1
P3989,95691.823,97120.034,3
P3990,95687.732,97123.605,1
P3991,95683.957,97121.675,5
P3992,95685.062,97122.117,1
P3993,95684.972,97128.385,2
P3994,95683.092,97118.949,2
P3995,95690.970,97118.733,5
P3996,95698.489,97120.201,3
P3997,95698.808,97117.181,3
P3998,95698.113,97113.904,3
P3999,95701.323,97119.872,6
P4000,95703.302,97126.156,6
P4001,95698.029,97117.681,2
P4002,95693.278,97117.884,5
P4003,95694.964,97116.269,2
P4004,95698.342,97122.174,2
P4005,95699.382,97122.648,6
P4006,95694.959,97121.753,2
P4007,95700.983,97115.538,2
P4008,95702.800,97114.736,3
P4009,95708.742,97108.423,1
P4010,95703.943,97109.795,3
P4011,95703.915,97106.645,4
P4012,95705.645,97106.310,1
P4013,95706.870,97097.099,2
P4014,95714.445,97098.392,2
P4015,95716.234,97097.833,2
P4016,95711.955,97096.642,3
P4017,95713.750,97095.436,1
P4018,95715.322,97095.435,3
P4019,95713.616,97092.230,6
P4020,95711.541,97089.129,5
P4021,95713.267,97087.632,5
P4022,95713.956,97084.813,7
P4023,95715.033,97085.269,2
P4024,95711.610,97089.738,6
P4025,95706.897,97091.712,7
P4026,95707.759,97092.248,5
P4027,95706.874,97088.960,1
P4028,95704.646,97094.418,1
P4029,95708.181,97100.259,1
P4030,95703.371,97101.445,6
P4031,95703.303,97098.282,6
P4032,95699.744,97096.118,1
P4033,95707.658,97095.303,3
P4034,95709.256,97095.259,6
P4035,95713.429,97087.353,2
P4036,95709.293,97085.917,1
P4037,95705.124,97089.351,3
P4038,95700.343,97089.769,3
P4039,95695.585,97090.018,3
P4040,95696.646,97080.768,3
P4041,95704.407,97081.333,6
P4042,95699.835,97083.839,2
P4043,95699.986,97080.750,1
P4044,95698.035,97071.320,1
P4045,95698.266,97077.636,7
P4046,95702.873,97070.045,6
P4047,95702.325,97066.783,3
P4048,95699.066,97064.345,2
P4049,95703.935,97056.964,5
P4050,95706.583,97048.227,3
P4051,95707.550,97048.731,2
P4052,95703.565,97052.471,5
P4053,95710.729,97048.077,3
P4054,95712.289,97048.093,1
P4055,95715.384,97054.101,7
P4056,95715.447,97050.980,3
P4057,95716.264,97048.249,2
P4058,95714.362,97038.815,3
P4059,95714.235,97035.636,3
P4060,95715.589,97033.426,3
P4061,95710.776,97034.535,4
P4062,95714.269,97040.394,2
P4063,95710.274,97044.120,1
P4064,95710.293,97050.406,2
P4065,95707.173,97055.182,3
P4066,95704.107,97052.595,1
P4067,95704.372,97049.552,1
P4068,95705.818,97055.897,7
P4069,95706.713,97053.224,2
P4070,95708.626,97044.209,1
P4071,95709.786,97044.620,1
P4072,95704.975,97035.933,5
P4073,95703.001,97032.799,2
P4074,95710.385,97034.638,5
P4075,95711.852,97032.590,5
P4076,95713.659,97031.471,1
P4077,95714.781,97028.997,3
P4078,95710.338,97031.859,6
P4079,95706.617,97029.868,6
P4080,95707.931,97030.166,3
P4081,95715.780,97028.136,1
P4082,95722.557,97031.185,2
P4083,95723.419,97031.720,2
P4084,95724.454,97032.197,2
P4085,95728.867,97024.460,1
P4086,95724.060,97025.161,3
P4087,95719.256,97026.463,4
P4088,95722.650,97018.084,2
P4089,95727.089,97023.461,3
P4090,95728.193,97020.971,2
P4091,95729.899,97019.409,2
P4092,95725.900,97010.415,7
P4093,95732.632,97005.207,6
P4094,95728.215,97004.298,2
P4095,95736.047,97002.144,3
P4096,95736.596,96992.794,3
P4097,95736.744,96989.704,2
P4098,95743.964,96991.927,1
P4099,95738.790,96983.405,1
P4100,95746.706,96982.431,6
P4101,95750.773,96974.455,3
P4102,95748.529,96971.416,3
P4103,95754.303,96975.736,1
P4104,95755.800,96975.841,1
P4105,95757.246,96982.186,6
P4106,95764.049,96977.097,3
P4107,95765.768,96976.795,3
P4108,95765.312,96973.546,3
P4109,95762.872,96970.591,3
P4110,95764.628,96970.172,4
P4111,95771.011,96964.429,7
P4112,95769.835,96961.147,3
P4113,95771.584,96959.727,2
P4114,95778.509,96954.855,2
P4115,95784.742,96958.666,3
P4116,95784.649,96955.497,3
P4117,95785.975,96953.251,1
P4118,95784.795,96943.776,1
P4119,95785.742,96941.145,1
P4120,95781.333,96944.088,2
P4121,95782.722,96944.316,2
P4122,95783.792,96950.676,2
P4123,95780.706,96948.104,2
P4124,95788.518,96945.824,1
P4125,95788.436,96952.093,2
P4126,95783.662,96953.700,1
P4127,95785.110,96953.865,3
P4128,95792.864,96951.268,3
P4129,95792.591,96948.053,3
P4130,95799.898,96950.081,3
P4131,95796.329,96954.383,3
P4132,95801.442,96959.293,3
P4133,95805.368,96964.955,2
P4134,95807.062,96964.716,3
P4135,95814.751,96961.829,1
P4136,95822.429,96962.758,1
P4137,95822.247,96959.565,2
P4138,95820.804,96956.312,6
P4139,95822.167,96956.567,2
P4140,95818.045,96955.108,2
P4141,95819.524,96953.077,2
P4142,95821.313,96951.835,1
P4143,95818.147,96949.323,1
P4144,95819.687,96949.370,2
P4145,95827.431,96950.015,5
P4146,95826.497,96956.074,1
P4147,95834.408,96955.375,3
P4148,95837.622,96961.342,3
P4149,95839.243,96959.572,3
P4150,95836.456,96950.265,3
P4151,95831.698,96951.987,5
P4152,95830.759,96948.698,6
P4153,95826.361,96947.748,3
P4154,95822.079,96950.966,7
P4155,95823.757,96949.332,2
P4156,95819.205,96951.898,6
P4157,95826.419,96954.135,1
P4158,95824.409,96951.013,1
P4159,95826.092,96950.801,1
P4160,95831.812,96944.236,1
P4161,95826.999,96945.111,1
P4162,95834.870,96944.966,3
P4163,95835.042,96941.885,6
P4164,95842.782,96942.548,2
P4165,95842.521,96939.335,1
P4166,95837.991,96938.702,2
P4167,95833.735,96941.972,3
P4168,95831.065,96947.127,3
P4169,95827.127,96945.401,2
P4170,95824.491,96936.066,3
P4171,95819.788,96936.025,6
P4172,95826.286,96939.490,6
P4173,95821.739,96938.907,7
P4174,95822.821,96939.361,1
P4175,95819.372,96943.801,2
P4176,95819.160,96950.047,1
P4177,95820.005,96950.587,1
P4178,95816.089,96948.832,3
P4179,95823.798,96946.030,1
P4180,95819.959,96949.986,3
P4181,95815.503,96949.166,6
P4182,95818.022,96955.343,4
P4183,95825.119,96957.823,2
P4184,95826.937,96957.006,3
P4185,95822.220,96957.028,2
P4186,95823.538,96954.773,2
P4187,95831.399,96952.836,1
P4188,95826.928,96952.052,7
P4189,95834.671,96952.701,3
P4190,95831.434,96957.364,1
P4191,95835.648,96962.873,1
P4192,95831.992,96960.809,1
P4193,95836.570,96966.100,3
P4194,95839.559,96957.515,5
P4195,95834.807,96957.723,6
P4196,95830.248,96957.174,3
P4197,95838.154,96956.578,3
P4198,95846.056,96956.068,7
P4199,95846.195,96952.975,3
P4200,95847.405,96953.353,2
P4201,95849.198,96944.300,2
P4202,95850.760,96944.314,2
P4203,95851.998,96944.673,2
P4204,95855.391,96936.294,3
P4205,95863.230,96936.409,6
P4206,95861.905,96933.140,3
P4207,95863.016,96933.579,2
P4208,95865.335,96939.801,3
P4209,95867.966,96945.949,5
P4210,95863.455,96945.268,2
P4211,95862.571,96951.343,3
P4212,95858.211,96950.311,3
P4213,95853.625,96952.772,1
P4214,95855.252,96952.676,3
P4215,95855.306,96943.257,1
P4216,95853.252,96940.149,4
P4217,95848.935,96939.033,2
P4218,95850.027,96936.531,2
P4219,95850.314,96933.497,1
P4220,95848.360,96939.115,2
P4221,95854.993,96942.388,3
P4222,95856.587,96942.349,3
P4223,95857.576,96942.845,3
P4224,95858.151,96939.957,6
P4225,95857.119,96936.669,2
P4226,95865.028,96936.043,1
P4227,95865.851,96933.316,2
P4228,95862.707,96924.084,7
P4229,95863.697,96921.490,6
P4230,95866.421,96927.613,6
P4231,95872.813,96921.882,2
P4232,95874.623,96920.794,2
P4233,95873.275,96926.701,1
P4234,95870.091,96924.203,6
P4235,95870.671,96921.317,6
P4236,95872.491,96920.413,4
P4237,95870.260,96925.869,2
P4238,95868.320,96931.495,7
P4239,95876.237,96930.592,2
P4240,95876.903,96927.758,5
P4241,95872.540,96930.807,3
P4242,95868.514,96921.822,2
P4243,95867.953,96918.558,2
P4244,95865.612,96923.945,2
P4245,95867.391,96930.257,3
P4246,95867.417,96927.124,2
P4247,95863.425,96925.472,2
P4248,95859.542,96916.441,2
P4249,95858.963,96906.972,4
P4250,95863.490,96912.295,6
P4251,95859.051,96915.164,3
P4252,95854.952,96906.203,3
P4253,95850.977,96909.959,3
P4254,95850.194,96906.676,3
P4255,95850.743,96903.772,3
P4256,95858.012,96899.616,1
P4257,95865.700,96896.723,7
P4258,95863.600,96887.310,7
P4259,95860.959,96877.976,2
P4260,95868.309,96874.018,2
P4261,95864.973,96871.645,3
P4262,95867.343,96877.856,5
P4263,95868.686,96884.207,1
P4264,95866.811,96881.045,5
P4265,95862.835,96879.370,4
P4266,95870.636,96877.024,1
P4267,95866.123,96876.347,2
P4268,95862.085,96874.761,3
P4269,95867.612,96867.990,2
P4270,95865.349,96864.958,3
P4271,95861.307,96863.379,7
P4272,95862.382,96860.861,2
P4273,95865.683,96852.433,2
P4274,95861.327,96855.496,6
P4275,95861.086,96852.289,6
P4276,95862.672,96852.264,6
P4277,95868.054,96845.347,6
P4278,95869.709,96845.196,2
P4279,95871.499,96843.959,7
P4280,95869.098,96849.307,2
P4281,95867.208,96846.148,2
P4282,95866.545,96836.677,5
P4283,95863.787,96841.763,1
P4284,95861.828,96847.379,1
P4285,95869.744,96846.487,3
P4286,95864.971,96846.834,6
P4287,95869.842,96851.926,1
P4288,95876.234,96846.194,1
P4289,95879.289,96852.216,2
P4290,95881.047,96851.786,3
P4291,95887.772,96846.565,1
P4292,95893.432,96839.934,3
P4293,95899.661,96833.980,4
P4294,95905.656,96827.730,2
P4295,95909.725,96819.755,1
P4296,95905.517,96823.118,1
P4297,95905.490,96819.968,5
P4298,95900.455,96811.380,1
P4299,95895.649,96812.641,5
P4300,95903.443,96813.033,1
P4301,95902.129,96818.954,3
P4302,95902.361,96825.269,2
P4303,95898.301,96823.716,2
P4304,95895.317,96821.072,3
P4305,95896.733,96821.272,3
P4306,95894.750,96826.875,3
P4307,95900.871,96830.818,5
P4308,95905.307,96836.198,2
P4309,95907.104,96835.587,7
P4310,95908.054,96826.313,1
P4311,95909.341,96824.020,2
P4312,95908.697,96814.549,3
P4313,95906.733,96820.162,2
P4314,95914.291,96821.510,2
P4315,95911.075,96826.194,2
P4316,95911.959,96826.724,1
P4317,95912.721,96823.954,2
P4318,95917.264,96829.267,3
P4319,95913.966,96826.861,2
P4320,95918.134,96832.396,3
P4321,95913.774,96835.450,6
P4322,95909.053,96835.493,3
P4323,95910.774,96835.184,6
P4324,95906.600,96838.610,6
P4325,95903.735,96835.887,6
P4326,95910.816,96838.398,1
P4327,95912.633,96837.389,1
P4328,95919.075,96840.930,3
P4329,95914.757,96844.073,2
P4330,95920.883,96837.986,2
P4331,95926.034,96830.852,2
P4332,95927.785,96830.448,1
P4333,95929.250,96828.395,6
P4334,95931.067,96827.596,3
P4335,95926.333,96829.456,2
P4336,95921.520,96830.566,1
P4337,95922.124,96827.694,1
P4338,95923.891,96826.347,2
P4339,95925.429,96824.416,7
P4340,95923.580,96821.246,5
P4341,95919.609,96819.565,3
P4342,95921.428,96818.710,2
P4343,95919.080,96815.715,7
P4344,95920.646,96815.722,7
P4345,95916.663,96819.468,3
P4346,95916.082,96825.630,3
P4347,95920.050,96817.589,1
P4348,95927.577,96814.126,3
P4349,95928.453,96814.658,3
P4350,95935.922,96811.022,6
P4351,95931.410,96813.704,4
P4352,95927.274,96817.197,3
P4353,95926.656,96807.728,1
P4354,95926.196,96798.265,7
P4355,95922.062,96796.825,1
P4356,95929.007,96799.590,2
P4357,95929.523,96805.933,1
P4358,95936.043,96800.388,7
P4359,95932.448,96804.660,6
P4360,95939.684,96800.428,2
P4361,95946.044,96794.652,2
P4362,95946.638,96801.001,3
P4363,95946.558,96791.568,2
P4364,95946.525,96788.416,6
P4365,95943.906,96793.609,4
P4366,95945.643,96792.145,2
P4367,95945.150,96788.890,4
P4368,95940.925,96787.602,1
P4369,95937.338,96785.466,2
P4370,95939.145,96784.784,3
P4371,95945.157,96788.852,2
P4372,95952.944,96789.282,7
P4373,95952.836,96786.108,1
P4374,95951.995,96792.196,4
P4375,95959.684,96789.308,1
P4376,95960.486,96786.566,4
P4377,95959.617,96777.089,2
P4378,95960.015,96767.716,3
P4379,95963.991,96773.352,2
P4380,95971.798,96773.672,2
P4381,95973.845,96764.703,2
P4382,95973.362,96770.889,2
P4383,95975.175,96769.826,2
P4384,95975.533,96766.825,1
P4385,95977.088,96766.849,1
P4386,95973.499,96771.129,5
P4387,95981.363,96769.219,3
P4388,95978.058,96773.813,5
P4389,95979.444,96774.044,6
P4390,95980.732,96774.365,1
P4391,95983.440,96765.653,2
P4392,95980.071,96763.308,3
P4393,95981.891,96762.376,1
P4394,95983.708,96761.380,1
P4395,95984.083,96758.387,3
P4396,95981.168,96749.105,5
P4397,95982.779,96755.435,2
P4398,95978.596,96758.845,3
P4399,95974.499,96762.406,3
P4400,95971.761,96753.089,3
P4401,95970.871,96743.612,1
P4402,95971.153,96740.577,1
P4403,95970.490,96737.302,3
P4404,95970.638,96734.211,3
P4405,95970.812,96731.131,2
P4406,95971.226,96737.466,1
P4407,95972.868,96735.743,1
P4408,95967.931,96727.111,2
P4409,95969.982,96733.383,3
P4410,95966.900,96730.807,1
P4411,95972.626,96724.248,1
P4412,95969.055,96722.095,2
P4413,95966.510,96712.745,6
P4414,95967.781,96710.432,5
P4415,95966.398,96707.170,1
P4416,95968.894,96698.369,2
P4417,95976.797,96696.918,2
P4418,95982.690,96690.546,7
P4419,95990.243,96687.168,2
P4420,95987.331,96677.886,3
P4421,95982.521,96678.663,3
P4422,95981.372,96684.647,3
P4423,95979.292,96675.232,3
P4424,95978.029,96681.173,3
P4425,95978.618,96678.292,2
P4426,95983.686,96683.238,2
P4427,95991.047,96679.309,3
P4428,95997.370,96673.482,1
P4429,95998.346,96673.982,1
P4430,95998.097,96670.773,1
P4431,95999.855,96669.389,1
P4432,95995.203,96669.141,1
P4433,95996.779,96669.132,1
P4434,96004.689,96668.462,2
P4435,96011.873,96670.766,3
P4436,96013.085,96661.551,2
P4437,96014.903,96660.741,3
P4438,96015.592,96667.095,3
P4439,96012.877,96664.282,3
P4440,96015.617,96670.401,2
P4441,96017.019,96670.617,3
P4442,96020.876,96676.312,2
P4443,96016.136,96676.453,4
P4444,96023.470,96678.417,3
P4445,96030.915,96680.097,3
P4446,96032.455,96686.434,2
P4447,96032.564,96683.329,2
P4448,96027.849,96685.293,2
P4449,96034.803,96688.042,1
P4450,96042.329,96684.577,1
P4451,96038.322,96682.946,1
P4452,96046.229,96682.360,1
P4453,96047.478,96682.710,1
P4454,96048.460,96683.208,6
P4455,96049.400,96683.722,3
P4456,96045.838,96681.560,2
P4457,96044.885,96678.271,6
P4458,96040.113,96679.892,3
P4459,96037.438,96670.564,3
P4460,96038.819,96670.800,7
P4461,96040.522,96670.539,4
P4462,96047.638,96666.044,1
P4463,96047.229,96662.802,7
P4464,96043.416,96660.918,6
P4465,96049.551,96654.842,3
P4466,96046.424,96659.611,2
P4467,96045.123,96665.537,1
P4468,96052.715,96662.286,2
P4469,96054.516,96661.123,7
P4470,96062.345,96661.302,3
P4471,96059.503,96658.565,3
P4472,96054.904,96660.986,3
P4473,96055.293,96651.611,7
P4474,96059.987,96644.089,7
P4475,96061.782,96643.496,3
P4476,96062.314,96649.840,1
P4477,96057.527,96651.337,6
P4478,96058.428,96651.862,3
P4479,96059.730,96652.170,1
P4480,96064.936,96657.006,3
P4481,96060.387,96656.426,7
P4482,96063.126,96647.727,3
P4483,96068.204,96652.664,3
P4484,96065.561,96657.839,3
P4485,96066.026,96654.890,3
P4486,96065.696,96651.663,4
P4487,96063.031,96656.822,3
P4488,96068.680,96661.266,6
P4489,96069.677,96652.002,7
P4490,96071.003,96652.289,3
P4491,96070.697,96649.067,6
P4492,96071.412,96646.266,2
P4493,96078.481,96648.801,1
P4494,96080.226,96647.368,3
P4495,96081.986,96645.988,2
P4496,96077.873,96649.523,2
P4497,96073.069,96650.819,3
P4498,96068.431,96653.102,1
P4499,96070.798,96644.249,4
P4500,96069.312,96641.002,3
P4501,96070.339,96641.482,6
P4502,96070.483,96632.074,3
P4503,96068.492,96628.945,7
P4504,96063.752,96630.771,6
P4505,96059.049,96632.789,1
P4506,96056.509,96629.883,1
P4507,96062.765,96623.965,7
P4508,96062.715,96620.808,7
P4509,96063.446,96618.016,2
P4510,96058.838,96620.403,2
P4511,96059.762,96620.922,2
P4512,96059.529,96627.163,3
P4513,96067.431,96625.697,3
P4514,96065.567,96631.363,3
P4515,96072.828,96633.497,2
P4516,96076.573,96625.318,3
P4517,96073.861,96630.440,2
P4518,96078.048,96622.545,6
P4519,96081.366,96614.126,3
P4520,96086.502,96606.978,2
P4521,96082.085,96606.070,3
P4522,96080.845,96602.794,3
P4523,96081.158,96609.119,2
P4524,96077.296,96613.044,3
P4525,96084.057,96616.119,2
P4526,96080.422,96614.033,1
P4527,96088.315,96612.429,3
P4528,96083.537,96614.006,5
P4529,96087.544,96619.626,6
P4530,96090.560,96625.661,6
P4531,96085.956,96625.246,2
P4532,96090.579,96630.508,4
P4533,96098.244,96627.524,4
P4534,96105.338,96630.010,1
P4535,96106.606,96620.809,6
P4536,96109.737,96612.294,7
P4537,96111.170,96610.193,2
P4538,96108.896,96615.623,3
P4539,96116.577,96616.539,1
P4540,96118.387,96615.442,2
P4541,96114.477,96606.419,2
P4542,96122.344,96604.531,2
P4543,96118.299,96602.956,2
P4544,96125.646,96598.991,3
P4545,96120.857,96599.477,6
P4546,96118.369,96596.545,6
P4547,96119.587,96596.918,6
P4548,96127.085,96593.367,6
P4549,96126.505,96590.101,2
P4550,96134.217,96587.310,3
P4551,96141.781,96583.966,6
P4552,96148.257,96587.462,6
P4553,96144.104,96590.925,3
P4554,96145.794,96589.322,2
P4555,96152.819,96584.639,5
P4556,96158.935,96578.539,2
P4557,96163.572,96583.792,2
P4558,96170.095,96578.252,3
P4559,96165.311,96578.697,1
P4560,96161.075,96582.008,5
P4561,96164.149,96588.024,7
P4562,96169.151,96580.757,7
P4563,96167.748,96571.288,3
P4564,96169.231,96569.265,7
P4565,96170.182,96569.775,1
P4566,96171.138,96567.152,2
P4567,96178.317,96569.465,2
P4568,96184.092,96573.785,2
P4569,96185.906,96572.749,2
P4570,96184.055,96578.422,5
P4571,96185.860,96577.285,4
P4572,96191.124,96582.072,4
P4573,96194.035,96588.141,2
P4574,96195.267,96588.503,3
P4575,96197.081,96587.759,3
P4576,96197.962,96585.076,2
P4577,96199.471,96585.165,6
P4578,96207.378,96583.796,2
P4579,96212.699,96588.536,3
P4580,96211.246,96594.399,2
P4581,96217.315,96598.403,2
P4582,96219.112,96597.209,6
P4583,96215.525,96601.491,7
P4584,96212.270,96599.050,3
P4585,96207.764,96601.748,4
P4586,96213.839,96605.745,2
P4587,96210.063,96609.788,1
P4588,96211.841,96609.278,2
P4589,96218.772,96612.068,1
P4590,96221.346,96618.231,7
P4591,96223.111,96616.875,3
P4592,96220.052,96614.283,2
P4593,96226.770,96609.049,5
P4594,96226.423,96605.819,2
P4595,96227.748,96606.108,2
P4596,96234.344,96600.679,1
P4597,96235.301,96601.186,5
P4598,96233.289,96606.772,3
P4599,96235.096,96606.090,2
P4600,96236.915,96605.159,3
P4601,96232.278,96607.447,1
P4602,96230.469,96598.005,2
P4603,96231.445,96598.505,2
P4604,96234.324,96604.583,2
P4605,96241.649,96606.570,5
P4606,96236.842,96607.825,2
P4607,96243.753,96610.650,3
P4608,96245.573,96609.778,7
P4609,96245.185,96606.541,2
P4610,96246.925,96605.091,6
P4611,96253.097,96599.061,2
P4612,96254.531,96596.962,1
P4613,96252.236,96593.944,3
P4614,96251.534,96600.073,3
P4615,96252.231,96597.260,1
P4616,96252.072,96587.819,2
P4617,96249.958,96584.732,3
P4618,96251.410,96582.660,3
P4619,96252.393,96583.157,3
P4620,96254.691,96589.384,7
P4621,96252.759,96579.953,6
P4622,96254.557,96578.766,3
P4623,96249.858,96580.802,3
P4624,96251.658,96579.636,6
P4625,96252.741,96585.996,6
P4626,96249.225,96590.361,6
P4627,96244.818,96581.510,2
P4628,96248.193,96587.416,2
P4629,96248.210,96577.993,2
P4630,96256.015,96575.671,3
P4631,96257.756,96574.221,7
P4632,96254.482,96571.795,3
P4633,96255.964,96571.920,2
P4634,96263.550,96573.177,2
P4635,96261.740,96578.872,3
P4636,96263.220,96576.843,3
P4637,96258.956,96575.626,3
